"name","address","addressUrl","email","phone","website2","hoursOfOperation","website"
"dust-line-paintball-fiels","3701 Sandoval Road Carlsbad NM 88220","https://www.google.com/maps/search/?api=1&query=3701+Sandoval+Road+Carlsbad+NM+88220","","575-499-6930","facebook.com","[{""day"":""Sunday"",""time"":""9:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""9:00am -\n\t\t\t\t5:00pm""}]","https://www.facebook.com/DustLinePaintball?mibextid=ZbWKwL"
"ruckus-paintball-and-airsoft","Shooting Range Access Road Albuquerque NM 87121","https://www.google.com/maps/search/?api=1&query=Shooting+Range+Access+Road+Albuquerque+NM+87121","Spooky@ruckusairsoft.com","505-400-2995","Ruckusairsoft.com","[{""day"":""Sunday"",""time"":""Closed""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""9:30am -\n\t\t\t\t5:00pm""}]","http://ruckusairsoft.com/"
"area53-paintball-airsoft","Scholes Street  NY 11237","https://www.google.com/maps/search/?api=1&query=Scholes+Street++NY+11237","","347-305-7448","area53nyc.com","[{""day"":""Sunday"",""time"":""12:30pm -\n\t\t\t\t11:30pm""},{""day"":""Monday"",""time"":""3:00pm -\n\t\t\t\t11:30pm""},{""day"":""Tuesday"",""time"":""3:00pm -\n\t\t\t\t11:30pm""},{""day"":""Wednesday"",""time"":""3:00pm -\n\t\t\t\t11:30pm""},{""day"":""Thursday"",""time"":""3:00pm -\n\t\t\t\t11:30pm""},{""day"":""Friday"",""time"":""3:00pm -\n\t\t\t\t11:30pm""},{""day"":""Saturday"",""time"":""12:30pm -\n\t\t\t\t11:30pm""}]","https://area53nyc.com/"
"bad-cat-airsoft","701 Phillips Road Webster NY 14580","https://www.google.com/maps/search/?api=1&query=701+Phillips+Road+Webster+NY+14580","BadCatAirsoft@gmail.com","","facebook.com","[{""day"":""Sunday"",""time"":""12:00pm -\n\t\t\t\t8:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""12:00pm -\n\t\t\t\t8:00pm""}]","https://www.facebook.com/BadCatAirsoft?mibextid=ZbWKwL"
"blue-collar-farm","156 South Street Manorville NY 11949","https://www.google.com/maps/search/?api=1&query=156+South+Street+Manorville+NY+11949","Bluecollarfarmli@gmail.com","516-993-6378","bluecollarfarmli.com","[{""day"":""Sunday"",""time"":""11:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""11:00am -\n\t\t\t\t5:00pm""}]","http://www.bluecollarfarmli.com/"
"buffalo-battleground","1888 Niagra Falls Blvd Tonawanda NY 14150","https://www.google.com/maps/search/?api=1&query=1888+Niagra+Falls+Blvd+Tonawanda+NY+14150","","716-795-2386","buffalobattleground.com","[{""day"":""Sunday"",""time"":""1:00pm -\n\t\t\t\t9:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""6:00pm -\n\t\t\t\t10:00pm""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""6:00pm -\n\t\t\t\t10:00pm""},{""day"":""Saturday"",""time"":""2:00pm -\n\t\t\t\t1:00am""}]","http://www.buffalobattleground.com/"
"capital-combat-zone","100 Farrell Road Troy NY 12180","https://www.google.com/maps/search/?api=1&query=100+Farrell+Road+Troy+NY+12180","mdinon@yahoo.com","(518) 286-9663","capitalcombatzone.com","[{""day"":""Sunday"",""time"":""9:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""9:00am -\n\t\t\t\t5:00pm""}]","http://capitalcombatzone.com/"
"check-six-paintball-and-airsoft","5241 Judd Road Whitesboro NY 13492","https://www.google.com/maps/search/?api=1&query=5241+Judd+Road+Whitesboro+NY+13492","C6PAINTBALL@GMAIL.COM","315-709-7777","checksixpaintball.com","[]","https://www.checksixpaintball.com/"
"cny-airsoft","6970 Davis Rd Marcy NY 13403","https://www.google.com/maps/search/?api=1&query=6970+Davis+Rd+Marcy+NY+13403","","315-794-1018","","[{""day"":""Sunday"",""time"":""10:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""10:00am -\n\t\t\t\t5:00pm""}]",
"cousins-paintball","149 Edwards Avenue Calverton NY 11933","https://www.google.com/maps/search/?api=1&query=149+Edwards+Avenue+Calverton+NY+11933","info@cousinspaintball.com","800-352-4007","cousinsairsoft.com","[]","http://cousinsairsoft.com/#1488490922848-97f73d71-2c12"
"flipside-airsoft-field","1104 Sweatman Avenue Oneida NY 13421","https://www.google.com/maps/search/?api=1&query=1104+Sweatman+Avenue+Oneida+NY+13421","Flipsideairsoft@gmail.com","","sites.google.com","[{""day"":""Sunday"",""time"":""10:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""Closed""}]","https://sites.google.com/view/flipsideairsoft/home?authuser=0"
"high-velocity-paintball","426 Mill Rd Coram NY 11727","https://www.google.com/maps/search/?api=1&query=426+Mill+Rd+Coram+NY+11727","hvpaintball@yahoo.com","631-242-2096","hvpaintball.com","[{""day"":""Sunday"",""time"":""8:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""8:00am -\n\t\t\t\t5:00pm""}]","http://hvpaintball.com/"
"hornets-nest-paintball-and-airsoft","746 Roche Lane Ancramdale NY 12503","https://www.google.com/maps/search/?api=1&query=746+Roche+Lane+Ancramdale+NY+12503","","15183292255","hornetsnestpaintball.com","[]","http://www.hornetsnestpaintball.com/"
"hudson-valley-airsoft","39 Seminary Hill Rd Carmel NY 10512","https://www.google.com/maps/search/?api=1&query=39+Seminary+Hill+Rd+Carmel+NY+10512","info@hvairsoft.com","(845)350-2664","hvairsoft.com","[{""day"":""Sunday"",""time"":""12:00pm -\n\t\t\t\t6:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""5:00pm -\n\t\t\t\t10:00pm""},{""day"":""Saturday"",""time"":""11:00am -\n\t\t\t\t6:00pm""}]","http://www.hvairsoft.com/"
"hunters-creek-airsoft","6992 Hunters Creek Rd South Wales NY 14139","https://www.google.com/maps/search/?api=1&query=6992+Hunters+Creek+Rd+South+Wales+NY+14139","hunterscreekairsoft@gmail.com","716-123-1234","","[]",
"rm-paintball-and-airsoft","301 Main Street Vestal NY 13850","https://www.google.com/maps/search/?api=1&query=301+Main+Street+Vestal+NY+13850","rick@randmpaintball.com","607-972-6249","randmpaintball.com","[{""day"":""Sunday"",""time"":""10:00am -\n\t\t\t\t4:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""4:00pm -\n\t\t\t\t8:00pm""},{""day"":""Friday"",""time"":""4:00pm -\n\t\t\t\t8:00pm""},{""day"":""Saturday"",""time"":""10:00am -\n\t\t\t\t4:00pm""}]","http://www.randmpaintball.com/home"
"river-city-airsoft","832 Moscow Rd Hamlin NY 14464","https://www.google.com/maps/search/?api=1&query=832+Moscow+Rd+Hamlin+NY+14464","Rivercityairsoftclub@gmail.com","585-727-9641","WWW.Rivercityairsoftclub.com","[{""day"":""Sunday"",""time"":""9:00am -\n\t\t\t\t4:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""9:00am -\n\t\t\t\t4:00pm""}]","http://www.rivercityairsoftclub.com/"
"rochester-airsoft","121 Lincoln Ave Rochester NY 14611","https://www.google.com/maps/search/?api=1&query=121+Lincoln+Ave+Rochester+NY+14611","","315-924-2478","facebook.com","[{""day"":""Sunday"",""time"":""12:00pm -\n\t\t\t\t10:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""12:00pm -\n\t\t\t\t10:00pm""}]","http://www.facebook.com/rochesterairsoft"
"strike-force-sports-airsoft","450 Commack Rd Deer Park NY 11729","https://www.google.com/maps/search/?api=1&query=450+Commack+Rd+Deer+Park+NY+11729","info@strikeforcesports.net","631-242-1197","strikeforcesports.net","[{""day"":""Sunday"",""time"":""12:00pm -\n\t\t\t\t6:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""6:00pm -\n\t\t\t\t10:00pm""},{""day"":""Friday"",""time"":""5:00pm -\n\t\t\t\t11:00pm""},{""day"":""Saturday"",""time"":""12:00pm -\n\t\t\t\t1:00am""}]","http://www.strikeforcesports.net/"
"takemyonlineclassfast","NY 11209","https://www.google.com/maps/search/?api=1&query=++NY+11209","","","takemyonlineclassfast.com","[]","https://takemyonlineclassfast.com/take-my-online-advanced-mathematics-class/"
"the-brickhouse","3041 Hempstead Turnpike Levittown NY 11756","https://www.google.com/maps/search/?api=1&query=3041+Hempstead+Turnpike+Levittown+NY+11756","","516-581-1620","ricochettactical.com","[{""day"":""Sunday"",""time"":""12:00pm -\n\t\t\t\t6:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""5:00pm -\n\t\t\t\t8:00pm""},{""day"":""Saturday"",""time"":""12:00pm -\n\t\t\t\t6:00pm""}]","http://www.ricochettactical.com/"
"the-combat-zone-paintball","3060 Gates Rd Auburn NY 13021","https://www.google.com/maps/search/?api=1&query=3060+Gates+Rd+Auburn+NY+13021","","315-214-9591","thecombatzonepaintball.com","[{""day"":""Sunday"",""time"":""10:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""Closed""}]","http://www.thecombatzonepaintball.com/"
"the-war-zone","6525 Walmore Rd Niagara Falls NY 14304","https://www.google.com/maps/search/?api=1&query=6525+Walmore+Rd+Niagara+Falls+NY+14304","info@thewarzoneairsoft.com","716-525-8583","thewarzoneairsoft.com","[{""day"":""Sunday"",""time"":""9:30am -\n\t\t\t\t4:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""11:00am -\n\t\t\t\t8:00pm""}]","http://www.thewarzoneairsoft.com/"
"watertown-airsoft-and-nerf-arena","","","","","","[]",
"zulu-24","380 Mount Airy Road New Windsor NY 12553","https://www.google.com/maps/search/?api=1&query=380+Mount+Airy+Road+New+Windsor+NY+12553","contact@zulu24.com","347-470-9858","zulu24.com","[{""day"":""Sunday"",""time"":""9:00am -\n\t\t\t\t4:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""9:00am -\n\t\t\t\t4:00pm""}]","http://www.zulu24.com/"
"airsoft-battle-park","4031 Mineral Springs Road Graham NC 27253","https://www.google.com/maps/search/?api=1&query=4031+Mineral+Springs+Road+Graham+NC+27253","zack.archangelairsoft@gmail.com","3365259144","archangelairsoft.com","[{""day"":""Sunday"",""time"":""Closed""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""9:30am -\n\t\t\t\t5:00pm""}]","http://www.archangelairsoft.com/"
"battle-on-bell-airsoft","Bell Road Otto NC 28763","https://www.google.com/maps/search/?api=1&query=Bell+Road+Otto+NC+28763","Battleonbellairsoft@aol.com","828-349-0285","Www.battleonbellairsoft.com","[{""day"":""Sunday"",""time"":""Closed""},{""day"":""Monday"",""time"":""10:00am -\n\t\t\t\t11:00pm""},{""day"":""Tuesday"",""time"":""10:00am -\n\t\t\t\t11:00pm""},{""day"":""Wednesday"",""time"":""10:00am -\n\t\t\t\t11:00pm""},{""day"":""Thursday"",""time"":""10:00am -\n\t\t\t\t11:00pm""},{""day"":""Friday"",""time"":""10:00am -\n\t\t\t\t11:00pm""},{""day"":""Saturday"",""time"":""10:00am -\n\t\t\t\t11:00pm""}]","http://www.battleonbellairsoft.com/"
"black-ops-airsoft","2112 River Rd Fayetteville NC 28312","https://www.google.com/maps/search/?api=1&query=2112+River+Rd+Fayetteville+NC+28312","contact@blackopspaintball.org","9108496767","blackopspaintball.org","[]","http://www.blackopspaintball.org/airsoft/"
"cedar-creek-airsoft","696 Cedar Creek Rd Mocksville NC 27028","https://www.google.com/maps/search/?api=1&query=696+Cedar+Creek+Rd+Mocksville+NC+27028","cedarcreekairsoft@gmail.com","336-521-1649","cedarcreekairsoft.com","[{""day"":""Sunday"",""time"":""9:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""9:00am -\n\t\t\t\t5:00pm""}]","http://www.cedarcreekairsoft.com/"
"chickens-tactical","2930 Cow Camp Rd Newland NC 28657","https://www.google.com/maps/search/?api=1&query=2930+Cow+Camp+Rd+Newland+NC+28657","chickens.aspb@gmail.com","828-742-1500","chickenstactical.net","[{""day"":""Sunday"",""time"":""Closed""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""10:30am -\n\t\t\t\t7:00pm""}]","http://chickenstactical.net/"
"command-decisions-wargames-center","84 Reganswood Dr Taylorville NC 28681","https://www.google.com/maps/search/?api=1&query=84+Reganswood+Dr+Taylorville+NC+28681","info@cdpaintball.com","828-495-4155","cdpaintball.com","[{""day"":""Sunday"",""time"":""Closed""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""9:00am -\n\t\t\t\t5:00pm""}]","http://www.cdpaintball.com/"
"forcetec","603 E Main St Cleveland NC 27013","https://www.google.com/maps/search/?api=1&query=603+E+Main+St+Cleveland+NC+27013","","","","[]",
"gunnys-warfare-center","2407 Ansonville Road Marshville NC 28103","https://www.google.com/maps/search/?api=1&query=2407+Ansonville+Road+Marshville+NC+28103","GunnysWC@gmail.com","704-352-5656","gunnyswarfarecenter.com","[{""day"":""Sunday"",""time"":""10:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""10:00am -\n\t\t\t\t5:00pm""}]","http://www.gunnyswarfarecenter.com/"
"jacksonville-paintball-airsoft-park","Imperial Lane Jacksonville NC 28540","https://www.google.com/maps/search/?api=1&query=Imperial+Lane+Jacksonville+NC+28540","admin@southwestpaintball.com","910-353-7529","jacksonvillepaintballpark.com","[{""day"":""Sunday"",""time"":""11:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""10:00am -\n\t\t\t\t5:00pm""},{""day"":""Thursday"",""time"":""9:00am -\n\t\t\t\t5:00pm""},{""day"":""Friday"",""time"":""9:00am -\n\t\t\t\t5:00pm""},{""day"":""Saturday"",""time"":""9:00am -\n\t\t\t\t5:00pm""}]","http://www.jacksonvillepaintballpark.com/"
"kingsman-airsoft","Buncha Bos Lane Murphy NC 28906","https://www.google.com/maps/search/?api=1&query=Buncha+Bos+Lane+Murphy+NC+28906","","","","[]",
"nathan-norman","Hendersonville NC 28792","https://www.google.com/maps/search/?api=1&query=+Hendersonville+NC+28792","","","","[]",
"national-athletic-village-airsoft-park","Air Tool Drive Southern Pines NC 28387","https://www.google.com/maps/search/?api=1&query=Air+Tool+Drive+Southern+Pines+NC+28387","","910-585-3212","nationalathleticvillage.com","[{""day"":""Sunday"",""time"":""1:30pm -\n\t\t\t\t4:30pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""1:30pm -\n\t\t\t\t4:00pm""}]","http://www.nationalathleticvillage.com/"
"pbc-sports-park-charlotte","1680 East Main St. Rock Hill NC 29730","https://www.google.com/maps/search/?api=1&query=1680+East+Main+St.+Rock+Hill+NC+29730","","803-366-1956","","[]",
"pbc-sports-park-greensboro","6106 Burlington Rd Sedalia NC 27249","https://www.google.com/maps/search/?api=1&query=6106+Burlington+Rd+Sedalia+NC+27249","","336-449-4406","pbcairsoft.com","[]","http://www.pbcairsoft.com/"
"rats-airsoft","Mizpah Church Road Reidsville NC 27320","https://www.google.com/maps/search/?api=1&query=Mizpah+Church+Road+Reidsville+NC+27320","","336-520-7079","Ratsairsoft.com","[{""day"":""Sunday"",""time"":""Closed""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""9:00am -\n\t\t\t\t5:00pm""}]","http://ratsairsoft.com/"
"southfield-airsoft","2586 Wilmington Hwy Jacksonville NC 28540","https://www.google.com/maps/search/?api=1&query=2586+Wilmington+Hwy+Jacksonville+NC+28540","","910-389-6311","","[]",
"spooky-bottom-airsoft","6059 Union Grove Church Road Seagrove NC 27341","https://www.google.com/maps/search/?api=1&query=6059+Union+Grove+Church+Road+Seagrove+NC+27341","spookybottom@gmail.com","704-438-7776","spookybottom.com","[]","http://www.spookybottom.com/"
"tnt-airsoft","Old Highway Road Waxhaw NC 28173","https://www.google.com/maps/search/?api=1&query=Old+Highway+Road+Waxhaw+NC+28173","","","","[{""day"":""Sunday"",""time"":""10:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""10:00am -\n\t\t\t\t5:00pm""}]",
"warriors-of-war-airsoft","NC","https://www.google.com/maps/search/?api=1&query=++NC","","","","[]",
"xtreme-kombat","7460 Wake Forrest Rd Durham NC 27703","https://www.google.com/maps/search/?api=1&query=7460+Wake+Forrest+Rd+Durham+NC+27703","","919-596-6100","xtremekombat.com","[{""day"":""Sunday"",""time"":""10:00am -\n\t\t\t\t6:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""10:00am -\n\t\t\t\t6:00pm""}]","http://www.xtremekombat.com/airsoft/"
"black-rhino-airsoft-llc","15819-15823 Cattle Drive Baldwin ND 58521","https://www.google.com/maps/search/?api=1&query=15819-15823+Cattle+Drive+Baldwin+ND+58521","BlackRhinoAirsoftLLC@gmail.com","701-404-9690","","[]",
"kelby-berg","ND","https://www.google.com/maps/search/?api=1&query=++ND","","","","[{""day"":""Sunday"",""time"":""9:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""Closed""}]",
"legacy-field","27600 ND-1804 Wilton ND 58579","https://www.google.com/maps/search/?api=1&query=27600+ND-1804+Wilton+ND+58579","","","","[]",
"legacy-paintball","27550 ND-1804 Wilton ND 58579","https://www.google.com/maps/search/?api=1&query=27550+ND-1804+Wilton+ND+58579","","","","[{""day"":""Sunday"",""time"":""11:00am -\n\t\t\t\t5:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""11:00am -\n\t\t\t\t5:00pm""}]",
"assault-airsoft-indoor","346 11th Street Southeast Massillon OH 44646","https://www.google.com/maps/search/?api=1&query=346+11th+Street+Southeast+Massillon+OH+44646","assaultaslt@gmail.com","330-737-1498","assaultairsoft.com","[{""day"":""Sunday"",""time"":""11:00am -\n\t\t\t\t7:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""11:00am -\n\t\t\t\t7:00pm""}]","http://www.assaultairsoft.com/"
"assault-airsoft-outdoor","5000 Ford Street Northeast Louisville OH 44641","https://www.google.com/maps/search/?api=1&query=5000+Ford+Street+Northeast+Louisville+OH+44641","assaultaslt@gmail.com","330-451-6128","assaultairsoft.com","[]","http://www.assaultairsoft.com/"
"backyard-tactical-training-btt","1370 Remsen Rd Medina OH 44256","https://www.google.com/maps/search/?api=1&query=1370+Remsen+Rd+Medina+OH+44256","","","backyardtacticaltraining.com","[]","http://backyardtacticaltraining.com/"
"crucible-airsoft-ohio","346 11th St SE Massillon OH 44646","https://www.google.com/maps/search/?api=1&query=346+11th+St+SE+Massillon+OH+44646","crucibleairsoftohio@gmail.com","216-401-0082","Crucibleairsoft.com","[{""day"":""Sunday"",""time"":""10:00am -\n\t\t\t\t7:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""10:00am -\n\t\t\t\t6:00pm""}]","http://www.crucibleairsoft.com/"
"daytons-battleground","North Irwin Street Dayton OH 45403","https://www.google.com/maps/search/?api=1&query=North+Irwin+Street+Dayton+OH+45403","","","facebook.com","[{""day"":""Sunday"",""time"":""Closed""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""11:00am -\n\t\t\t\t5:00pm""}]","https://www.facebook.com/g2tact"
"devils-playground-airsoft-field","6451 Striker Rd Maineville OH 45039","https://www.google.com/maps/search/?api=1&query=6451+Striker+Rd+Maineville+OH+45039","","","","[]",
"fallen-warrior-airsoft","6985 Egypt Pike Chillicothe OH 45601","https://www.google.com/maps/search/?api=1&query=6985+Egypt+Pike+Chillicothe+OH+45601","","740-649-7957","ohio-airsoft.com","[]","http://www.ohio-airsoft.com/"
"g2-tactical","Dayton Springfield Road Springfield OH 45502","https://www.google.com/maps/search/?api=1&query=Dayton+Springfield+Road+Springfield+OH+45502","g2tact@g2tact.com","937-638-6781","g2tact.com","[{""day"":""Sunday"",""time"":""Closed""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""Closed""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""Closed""},{""day"":""Saturday"",""time"":""11:00am -\n\t\t\t\t7:00pm""}]","http://g2tact.com/"
"hidden-spring-ranch","4624 Dayton Springfield Rd Springfield OH 45502","https://www.google.com/maps/search/?api=1&query=4624+Dayton+Springfield+Rd+Springfield+OH+45502","","937-206-1028","ohiohiddenspringranchatvriding.com","[]","http://www.ohiohiddenspringranchatvriding.com/airsoft.html"
"i70-paintball-and-airsoft","7750 Wilcat Rd Huber Heights OH 45424","https://www.google.com/maps/search/?api=1&query=7750+Wilcat+Rd+Huber+Heights+OH+45424","Service@i70paintball.com","937-237-7070","i70airsoft.com","[]","http://www.i70airsoft.com/"
"midwest-shooting-center","Lima OH","https://www.google.com/maps/search/?api=1&query=++Lima+OH","","","","[]",
"mk-airsoft","220 North State Road Medina OH 44256","https://www.google.com/maps/search/?api=1&query=220+North+State+Road+Medina+OH+44256","","330-331-9336","linkpop.com","[{""day"":""Sunday"",""time"":""10:00am -\n\t\t\t\t6:00pm""},{""day"":""Monday"",""time"":""Closed""},{""day"":""Tuesday"",""time"":""5:00pm -\n\t\t\t\t9:00pm""},{""day"":""Wednesday"",""time"":""Closed""},{""day"":""Thursday"",""time"":""Closed""},{""day"":""Friday"",""time"":""5:00pm -\n\t\t\t\t9:00pm""},{""day"":""Saturday"",""time"":""10:00am -\n\t\t\t\t6:00pm""}]","https://linkpop.com/mkairsoft"
